zomet,ishuv,rehov1,rehov2,x,y
15330523,9000,892,1420,182459,570422
15400023,9000,811,837,180686,572920
15410001,2500,173,257,203509,742988
15480001,2500,185,138,204995,741479
15530001,2500,123,185,204524,741964
15540061,9000,1013,1015,180171,570858
15550001,2500,138,192,204721,741289
15560008,9600,164,176,205866,749666
15600733,5000,1620,2144,177172,661016
15600733,5000,1947,2144,177172,661016
15600733,5000,1620,1947,177172,661016
15660009,9600,161,290,207214,750224
15670001,2500,173,259,203821,742706
15680011,9600,101,118,206630,750815
15680011,9600,101,178,206630,750815
15680011,9600,118,178,206630,750815
15680110,9600,161,237,208108,751804
15680126,9600,238,245,208482,751701
15680131,9600,238,239,208410,751750
15700001,2500,138,173,205084,741531
15710009,2500,123,136,204434,741877
15710086,2500,131,173,205233,741272
15760734,5000,1620,2140,177063,660636
15760734,5000,1939,2140,177063,660636
15760734,5000,1620,1939,177063,660636
15800001,9000,1341,1343,181016,576574
15800001,9000,1343,1346,181016,576574
15800001,9000,1341,1346,181016,576574
15820232,3000,1048,1075,217900,631940
15820232,3000,1021,1075,217900,631940
15820232,3000,1021,1048,217900,631940
15840734,5000,1935,1939,176831,660598
15850725,5000,1939,1994,176533,660567
15900231,3000,1004,1023,218342,632658
15900231,3000,895,1023,218342,632658
15900231,3000,895,1004,218342,632658
15920001,9000,615,888,182130,569379
15930724,5000,1791,1934,176683,661036
15930724,5000,1934,1994,176683,661036
15930724,5000,1791,1994,176683,661036
15990732,5000,1964,1983,177028,661536
16000732,5000,1953,1964,177168,661496
16080732,5000,1966,1994,176768,661714
16170164,3000,643,733,219833,632258
16170164,3000,643,1106,219833,632258
16170164,3000,733,1106,219833,632258
16210711,5000,1655,1994,177108,662468
16210711,5000,1655,1701,177108,662468
16210711,5000,1668,1701,177108,662468
16210711,5000,1668,1994,177108,662468
16210711,5000,1701,1994,177108,662468
16210711,5000,1655,1668,177108,662468
16240164,3000,603,616,219862,632563
16240164,3000,616,632,219862,632563
16240164,3000,603,632,219862,632563
16270721,5000,1752,1986,176657,661992
16270721,5000,1752,1993,176657,661992
16270721,5000,1986,1993,176657,661992
16460323,4000,1142,1161,196225,746476
16460323,4000,592,1161,196225,746476
16460323,4000,592,1142,196225,746476
16510424,4000,981,988,196579,746792
16540221,5000,168,400,183582,670124
16630121,4000,161,185,206577,747180
16630121,4000,168,185,206577,747180
16630121,4000,161,168,206577,747180
16660165,3000,613,677,220233,632360
16720212,4000,194,269,204701,746945
16730517,4000,621,1168,199954,743602
16740131,4000,195,268,203340,743949
16740213,3000,941,1143,218736,633151
16740213,3000,941,1077,218736,633151
16740213,3000,899,941,218736,633151
16740213,3000,899,1143,218736,633151
16740213,3000,1077,1143,218736,633151
16740213,3000,899,1077,218736,633151
16810122,5000,116,265,181499,669854
16810122,5000,265,275,181499,669854
16810122,5000,116,275,181499,669854
16830164,3000,641,643,219894,632235
16910623,4000,1099,1116,202501,743037
16980165,3000,613,674,220148,632400
16990323,4000,460,974,196982,743991
17000211,5000,225,295,183016,669511
17000211,5000,265,295,183016,669511
17000211,5000,225,265,183016,669511
17000742,4000,1391,1394,201379,742666
17060212,5000,400,3019,183684,669556
17060212,5000,367,400,183684,669556
17060212,5000,367,3019,183684,669556
17070212,5000,295,347,183693,669236
17070212,5000,347,3019,183693,669236
17070212,5000,295,3019,183693,669236
17070621,4000,1041,1394,201249,742635
17100011,7900,1004,1003,186042,667028
17100616,4000,1012,1080,202064,744353
17120213,5000,225,249,182873,668988
17130001,7900,180,1035,187771,668027
17140215,5000,180,215,182692,668344
17140215,5000,180,225,182692,668344
17140215,5000,215,225,182692,668344
17140215,5000,180,272,182692,668344
17140215,5000,225,272,182692,668344
17140215,5000,215,272,182692,668344
17150227,8600,1000,1011,183365,663266
17200001,7900,141,1018,187371,667667
17220001,7900,362,957,187254,665938
17330001,7900,957,1179,187204,665431
17340323,4000,592,988,196626,746612
17360001,7900,144,145,189660,668225
17400001,7900,424,612,191053,664490
17430225,5000,367,373,184851,669428
17440225,5000,367,386,184052,669554
17460001,7900,173,1035,186137,667491
17490223,4000,213,278,201933,746060
17530232,4000,274,277,203863,744110
17600551,5000,1104,1135,178687,663522
17640554,5000,1101,1266,179180,663624
17670010,4000,101,129,206203,748107
17680554,5000,1101,1263,179311,663802
17730555,5000,1269,1555,179310,663405
17760005,8400,376,403,181495,646593
17760005,8400,101,403,181495,646593
17760005,8400,101,376,181495,646593
17800001,7200,210,212,180747,647966
17800001,7200,210,304,180747,647966
17800001,7200,212,304,180747,647966
17800421,4000,764,765,199674,743686
17800421,4000,621,765,199674,743686
17800421,4000,621,764,199674,743686
17800926,5000,2524,2642,180512,663164
17810032,7200,135,183,182275,648419
17810060,7200,216,229,180754,648547
17810179,7200,212,229,179797,647770
17810189,7200,103,330,181037,647596
17810220,7200,210,229,180632,648496
17830424,4000,980,988,196403,747161
17830926,5000,2524,2644,180529,663430
17830926,5000,2644,2650,180529,663430
17830926,5000,2524,2650,180529,663430
17850921,5000,2535,2648,181306,662954
17850952,4000,288,367,204732,745496
17890040,8400,226,234,180311,644818
17890093,8400,321,376,181097,645177
17890093,8400,196,376,181097,645177
17890093,8400,196,321,181097,645177
17890122,8400,374,423,181706,644624
17890122,8400,374,425,181706,644624
17890122,8400,423,425,181706,644624
17890179,8400,505,530,183048,645400
17890181,8400,511,584,183668,644636
17890289,8400,729,754,182898,643625
17890289,8400,653,729,182898,643625
17890289,8400,653,754,182898,643625
17890337,8400,585,593,184167,644322
17890415,8400,403,694,182909,643072
17970117,8600,416,822,181238,665699
17980412,4000,795,1391,201346,742179
18010924,5000,2632,2658,180913,662336
18040924,5000,2630,2753,181079,661961
18060001,8600,416,701,181509,666252
18060412,4000,1068,1125,201667,741329
18060924,5000,2753,2958,181220,661935
18060924,5000,2535,2958,181220,661935
18060924,5000,2535,2753,181220,661935
18100921,5000,2601,2648,181644,662960
18110008,8300,233,271,180316,651500
18130001,4000,662,919,200473,744938
18130001,4000,662,1102,200473,744938
18130001,4000,919,1102,200473,744938
18140111,8300,410,5101,181970,653804
18150001,4000,621,662,200122,743614
18150001,4000,662,798,200122,743614
18150001,4000,621,798,200122,743614
18160001,4000,195,274,203793,744193
18170001,4000,974,975,197798,743271
18200001,4000,195,224,203630,744116
18240010,8300,295,925,180353,653920
18260001,4000,194,377,205001,746978
18310004,1034,101,103,175938,626391
18380039,4000,129,264,206544,749125
18380089,4000,190,1169,201361,745555
18380089,4000,1169,1179,201361,745555
18380089,4000,190,1179,201361,745555
18380099,4000,194,210,205314,747215
18380182,4000,314,444,200565,746635
18380186,4000,323,473,200798,746169
18380252,4000,433,507,199199,748083
18380271,4000,464,1161,196817,743403
18380271,4000,464,1192,196817,743403
18380271,4000,1161,1192,196817,743403
18380303,4000,524,1161,198572,748264
18380336,4000,599,1080,202120,744316
18380346,4000,610,631,198536,743414
18380355,4000,625,666,199019,744211
18380355,4000,625,668,199019,744211
18380355,4000,666,668,199019,744211
18380365,4000,634,1128,199643,744433
18380365,4000,657,1128,199643,744433
18380365,4000,634,657,199643,744433
18380365,4000,991,1128,199643,744433
18380365,4000,634,991,199643,744433
18380365,4000,657,991,199643,744433
18380370,4000,643,917,199152,744880
18380386,4000,667,669,198815,744684
18380605,4000,1135,1136,202847,742351
18380618,4000,1192,1200,197529,743409
18380665,4000,1219,795,201101,741801
18380699,4000,166,236,206915,747878
18380717,4000,264,1508,206709,749014
18380742,4000,1015,4061,202308,744476
18380742,4000,1099,4061,202308,744476
18380742,4000,1015,1099,202308,744476
18380745,4000,576,1231,197229,744241
18380810,4000,599,1099,202646,743943
18380868,4000,662,1250,200456,743752
18380915,4000,303,384,201113,745417
18380937,5000,2968,4752,181696,661474
18380937,5000,2766,4752,181696,661474
18380937,5000,2766,2968,181696,661474
18380972,4000,1190,1240,197232,743814
18380977,4000,306,1250,200947,745462
18380979,4000,638,798,200041,743891
18380985,4000,923,958,200161,745210
18380992,4000,625,1160,199047,743772
18460933,5000,2535,2766,181166,661597
18460933,5000,2535,2860,181166,661597
18460933,5000,2766,2860,181166,661597
18540315,8300,925,963,178568,654428
18560937,5000,2766,2965,181972,661416
18590533,3000,1754,1791,221058,628983
18590533,3000,1736,1791,221058,628983
18590533,3000,1736,1754,221058,628983
18610008,8300,201,247,181290,652057
18630532,5000,1352,1655,177459,662709
18630532,5000,1352,1620,177459,662709
18630532,5000,1439,1620,177459,662709
18630532,5000,1439,1655,177459,662709
18630532,5000,1620,1655,177459,662709
18630532,5000,1352,1439,177459,662709
18810533,5000,1301,2212,178196,663017
18810533,5000,1301,2328,178196,663017
18810533,5000,2212,2328,178196,663017
19010136,8300,307,700,181466,651295
19010136,8300,271,700,181466,651295
19010136,8300,271,307,181466,651295
19190931,5000,2702,2731,180455,662209
19270311,8300,143,180,179699,652695
19520322,8300,194,1172,177963,654130
19520322,8300,194,1250,177963,654130
19520322,8300,1172,1250,177963,654130
19520934,5000,2773,2821,180509,661651
19520934,5000,2773,2860,180509,661651
19520934,5000,2821,2860,180509,661651
19860322,8300,194,1150,178148,654436
20170001,8300,404,410,182522,653630
20220001,8300,128,1010,179662,654770
20260001,8300,290,307,181392,650755
20260001,8300,307,540,181392,650755
20260001,8300,290,540,181392,650755
20290001,8300,290,970,176218,655534
20340001,8300,245,271,181112,651345
20390008,8300,112,925,179285,654137
20390008,8300,112,1010,179285,654137
20390008,8300,925,1010,179285,654137
20390339,8300,904,970,176490,655382
20390352,8300,916,970,175781,655754
20390613,8300,406,410,183386,653223
20390613,8300,401,406,183386,653223
20390613,8300,401,410,183386,653223
20390660,8300,497,543,182807,650382
20390661,8300,328,414,181139,653207
20390678,8300,524,550,183591,652682
20390678,8300,524,527,183591,652682
20390678,8300,527,550,183591,652682
20390779,8300,1382,1389,178545,651201
20390833,8300,275,925,180522,653886
20390849,8300,118,925,180384,653918
20390894,8300,895,896,176942,653535
20390895,8300,540,587,181632,650805
20390902,8300,1273,1286,178349,653920
20420735,5000,1620,2022,176684,660184
20420735,5000,1620,3004,176684,660184
20420735,5000,2022,3004,176684,660184
20530725,5000,1857,1994,176046,660120
20530725,5000,1909,1994,176046,660120
20530725,5000,1857,1909,176046,660120
20700111,5000,180,1011,180659,667465
20720111,5000,180,1040,179704,667335
20780125,5000,116,1011,180651,667796
20780125,5000,198,1011,180651,667796
20780125,5000,116,198,180651,667796
20820125,5000,101,116,180764,667850
20880113,5000,126,197,180297,668855
21200744,5000,2412,2469,178875,660902
21220744,5000,2412,2465,179128,660722
21270744,5000,2173,2412,178508,661167
21270744,5000,2173,3280,178508,661167
21270744,5000,2412,3280,178508,661167
21800004,9700,101,191,190329,671692
21810002,9700,110,114,189505,673981
21840002,9700,113,227,189944,673720
21860004,2650,221,242,185393,672169
21950006,9700,101,159,190661,671160
21950006,9700,159,200,190661,671160
21950006,9700,101,200,190661,671160
22010007,9700,116,141,189945,673259
22090001,2650,111,349,186615,670613
22110001,2650,163,437,184613,671690
22110001,2650,163,238,184613,671690
22110001,2650,209,238,184613,671690
22110001,2650,238,437,184613,671690
22110001,2650,209,437,184613,671690
22110001,2650,163,209,184613,671690
22260002,9700,111,116,189951,673623
22260002,9700,116,227,189951,673623
22260002,9700,111,227,189951,673623
22330933,5000,2731,2734,180471,662046
22330933,5000,2734,2776,180471,662046
22330933,5000,2731,2776,180471,662046
22430077,9700,193,199,189870,672291
22430116,9700,283,289,189698,671995
22430174,9700,344,382,191398,674745
22430250,9700,122,185,188912,674379
22480732,3000,249,4316,222459,634585
22480732,3000,4315,4316,222459,634585
22480732,3000,249,4315,222459,634585
22610125,5000,111,194,181096,668763
22920113,3000,3026,4279,220701,634182
22920113,3000,203,4279,220701,634182
22920113,3000,203,3026,220701,634182
23550121,5000,281,282,181106,670255
23670112,3000,4113,4162,222005,633924
23750724,3000,4431,4452,218650,635857
23750724,3000,4431,4454,218650,635857
23750724,3000,4452,4454,218650,635857
23750724,3000,4431,6792,218650,635857
23750724,3000,4452,6792,218650,635857
23750724,3000,4454,6792,218650,635857
23760725,3000,4439,4452,219127,635519
23760725,3000,4452,4459,219127,635519
23760725,3000,4439,4459,219127,635519
23770724,3000,4430,4464,218462,636229
23770724,3000,4452,4464,218462,636229
23770724,3000,4430,4452,218462,636229
23780714,3000,4135,5127,221705,637323
23780714,3000,4628,5127,221705,637323
23780714,3000,4628,4135,221705,637323
23780714,3000,4135,4628,221705,637323
23850114,5000,197,271,180261,668630
23850114,5000,197,4677,180261,668630
23850114,5000,271,4677,180261,668630
23870532,5000,1352,1601,177866,662829
23880254,3000,1307,1368,217445,629300
23880254,3000,1252,1307,217445,629300
23880254,3000,1252,1368,217445,629300
23890842,3000,4451,4550,218545,626668
23890842,3000,4539,4550,218545,626668
23890842,3000,1435,4550,218545,626668
23890842,3000,4451,4539,218545,626668
23890842,3000,1435,4539,218545,626668
23890842,3000,1435,4451,218545,626668
23910937,5000,2766,2973,181357,661555
23920122,5000,133,265,181754,669799
23920844,3000,4539,4543,218012,626440
23920844,3000,4543,4599,218012,626440
23920844,3000,4565,4599,218012,626440
23920844,3000,4543,4565,218012,626440
23920844,3000,4539,4565,218012,626440
23920844,3000,4539,4599,218012,626440
23940841,3000,4179,4550,219004,626659
23940841,3000,4550,5022,219004,626659
23940841,3000,4179,5022,219004,626659
23960845,3000,4543,4549,217779,626634
23960845,3000,4549,4565,217779,626634
23960845,3000,4543,4565,217779,626634
23990331,3000,1215,1278,215336,629378
24010531,5000,1342,1439,177564,663136
24020251,3000,1096,1121,217794,631209
24030844,3000,4556,4565,217288,626884
24070123,3000,121,301,220646,633506
24100832,3000,4325,4328,222271,628930
24110844,3000,4544,4560,217907,626138
24110844,3000,4560,4599,217907,626138
24110844,3000,4544,4599,217907,626138
24140826,5000,2263,2375,178642,662226
24170112,5000,185,197,180497,670053
24170112,5000,185,248,180497,670053
24170112,5000,197,248,180497,670053
24180225,5000,323,361,184123,668237
24200942,5000,2958,2959,182197,661857
24240735,3000,4786,4805,222839,636337
24240735,3000,4753,4805,222839,636337
24240735,3000,4753,4786,222839,636337
24260723,3000,4194,4340,222858,633835
24310761,3000,4162,4601,222011,633818
24320934,5000,2766,2981,181852,661442
24350531,5000,1439,1441,177630,663381
24380215,5000,180,3021,182576,668203
24410661,3000,4752,4753,222802,636986
24410661,3000,4753,4837,222802,636986
24410661,3000,4752,4837,222802,636986
24490713,3000,3001,4753,222280,638348
24520714,3000,4752,4765,223320,637150
24520714,3000,4765,4818,223320,637150
24520714,3000,4752,4818,223320,637150
24530725,3000,4452,4773,219462,635130
24540111,3000,4773,5128,222285,634862
24540111,3000,4773,7001,222285,634862
24540111,3000,5128,7001,222285,634862
24580541,3000,5404,5405,221705,629141
24600214,5000,251,252,183437,669049
24630724,3000,4431,4440,219123,635968
24630724,3000,4432,4440,219123,635968
24630724,3000,4431,4432,219123,635968
24640211,3000,4452,6830,220082,634090
24650735,3000,4753,4797,222662,636603
24750661,3000,4753,4754,222867,637194
24770842,3000,1435,4182,218564,627325
24800244,5000,323,347,184423,669189
24810211,3000,390,395,220164,633507
24810211,3000,317,395,220164,633507
24810211,3000,317,390,220164,633507
24810211,3000,389,395,220164,633507
24810211,3000,389,390,220164,633507
24810211,3000,317,389,220164,633507
24810225,5000,361,367,185151,669075
24820713,3000,3009,4342,223140,638492
24840714,3000,4754,4758,223074,637227
24880844,3000,4544,4549,217614,626405
24900716,3000,4753,4801,222867,635301
24900716,3000,4639,4753,222867,635301
24900716,3000,4639,4801,222867,635301
24970714,3000,4628,4630,221566,637379
24970714,3000,4627,4630,221566,637379
24970714,3000,4627,4628,221566,637379
25030124,3000,235,4113,221535,633429
25070122,5000,282,468,181084,670123
25320223,3000,894,995,218039,632767
25320223,3000,929,995,218039,632767
25320223,3000,894,929,218039,632767
25330223,3000,929,1143,218087,633328
25430112,5000,197,4769,180341,669117
25430112,5000,197,4534,180341,669117
25430112,5000,4534,4769,180341,669117
25430121,3000,203,2052,220727,633897
25430121,3000,203,4452,220727,633897
25430121,3000,2052,4452,220727,633897
25430121,3000,116,4452,220727,633897
25430121,3000,116,203,220727,633897
25430121,3000,116,2052,220727,633897
25440222,5000,400,4525,183979,670605
25520724,3000,4464,5011,218466,636008
25570724,3000,4465,4479,217874,636441
25570724,3000,4465,5011,217874,636441
25570724,3000,4479,5011,217874,636441
25610543,3000,1714,1847,220825,628598
25630222,5000,400,4744,183768,670361
25740943,5000,2601,2658,181875,662664
25750735,3000,4753,4791,222615,637359
25760312,3000,4162,4198,221766,632911
25810842,3000,1451,1452,218005,628901
25810842,3000,1451,1453,218005,628901
25810842,3000,1452,1453,218005,628901
25820842,3000,1451,1455,217964,628625
25840735,3000,4753,4794,222319,637804
25950842,3000,1435,4850,218623,627549
26010412,3000,1308,1435,218998,628982
26110223,3000,929,947,218028,632956
26330536,3000,1839,1863,220351,628200
26410713,3000,3001,3003,222619,638362
26480415,3000,1314,1864,219464,628764
26480415,3000,1309,1864,219464,628764
26480415,3000,1309,1314,219464,628764
26490545,3000,1839,1864,220331,628105
26510545,3000,1714,1864,220551,627998
26510545,3000,1714,1744,220551,627998
26510545,3000,1744,1864,220551,627998
26560251,3000,1105,1121,218427,630493
26620214,3000,1105,1106,218957,632486
26630735,3000,4106,4786,221720,636345
26630735,3000,4106,5128,221720,636345
26630735,3000,4786,5128,221720,636345
26630735,3000,4786,5127,221720,636345
26630735,3000,4106,5127,221720,636345
26630735,3000,5127,5128,221720,636345
26640236,3000,1105,1307,218356,629343
26820842,3000,1352,1452,217838,628908
26830735,3000,4753,4789,222576,636717
26910842,3000,1452,1767,217671,628452
26910842,3000,1346,1452,217671,628452
26910842,3000,1346,1767,217671,628452
26940211,3000,952,1046,219664,634044
27730214,3000,1106,1172,219289,632194
27730214,3000,1172,1182,219289,632194
27730214,3000,1106,1182,219289,632194
27740214,3000,1021,1106,218843,632575
28040411,3000,1346,1362,218030,628506
28040411,3000,1362,1451,218030,628506
28040411,3000,1346,1451,218030,628506
28040411,3000,1105,1346,218030,628506
28040411,3000,1105,1362,218030,628506
28040411,3000,1105,1451,218030,628506
28050251,3000,1121,1201,217964,631021
28080741,3000,4162,4199,221768,633234
28130725,3000,4952,4953,220778,635240
28130725,3000,4952,4955,220778,635240
28130725,3000,4953,4955,220778,635240
28420065,2640,203,204,195325,666651
28420243,2640,125,600,195701,665754
28420249,2640,220,421,194810,668350
28420251,2640,142,433,197275,665722
28440715,3000,4751,5149,222454,637147
28440715,3000,4751,4837,222454,637147
28440715,3000,4837,5149,222454,637147
28440715,3000,4751,4762,222454,637147
28440715,3000,4762,5149,222454,637147
28440715,3000,4762,4837,222454,637147
28480713,3000,5128,5586,221708,636095
28670251,3000,968,1106,219091,632368
28680721,3000,4762,4786,222169,636285
28690832,3000,4374,5405,222070,629045
28690832,3000,4325,5405,222070,629045
28690832,3000,4325,4374,222070,629045
28740735,3000,4797,4799,223933,636629
28780001,3000,4459,5305,219155,635420
28830001,3000,4825,4829,224013,635981
28830001,3000,4797,4829,224013,635981
28830001,3000,4797,4825,224013,635981
28880725,3000,4950,4951,220870,635564
28880725,3000,4951,4964,220870,635564
28880725,3000,4950,4964,220870,635564
28970001,3000,4100,4615,221975,632578
29210001,3000,928,1143,217907,633394
29330001,3000,4753,4831,222658,636879
29610001,3000,987,994,219913,633984
29610001,3000,952,994,219913,633984
29610001,3000,952,987,219913,633984
29670001,3000,4613,4615,222071,632604
29670001,3000,4165,4615,222071,632604
29670001,3000,4165,4613,222071,632604
29870001,3000,930,1143,218282,633285
47840003,6300,103,133,181167,665202
47860028,6300,406,412,181332,664474
47860028,6300,403,412,181332,664474
47860028,6300,406,412,,
47860028,6300,403,406,181332,664474
47860047,6300,622,634,183076,663263
47860047,6300,624,634,183076,663263
47860047,6300,622,624,183076,663263
52980001,5000,1417,1442,177275,662775
53000001,5000,2503,2524,181153,665174
60350943,5000,2601,2958,182573,661892
60400943,5000,2601,2766,182510,661324
67560112,8600,205,903,183417,666451
67620111,8600,108,147,183304,667111
67620111,8600,147,903,183304,667111
67620111,8600,108,903,183304,667111
67630011,6100,114,301,183972,667355
67630011,6100,115,301,183972,667355
67630011,6100,114,115,183972,667355
67750011,6100,109,301,183914,667913
67750026,6100,228,612,184645,666199
67750041,6100,309,324,184414,666894
67750068,6100,502,906,184454,665901
67750068,6100,518,906,184454,665901
67750068,6100,502,518,184454,665901
67750091,6100,722,733,185384,666091
67750100,6100,818,830,184414,664786
67750146,6100,303,304,184233,666872
67750173,6100,115,309,184438,667527
67760001,681,112,170,186102,665375
67780024,681,143,144,185594,664729
68150087,2620,304,312,186758,662537
68150088,2620,304,313,186710,662735
68150088,2620,304,310,186710,662735
68150088,2620,310,313,186710,662735
68150094,2620,249,310,186135,662542
68150106,2620,210,295,186991,663703
68150107,2620,216,229,187464,661582
68150107,2620,229,301,187464,661582
68150107,2620,216,301,187464,661582
68150136,2620,201,301,186867,661757
68880031,6200,221,639,176006,658227
80040125,5000,101,111,181127,668587
80130554,5000,1103,1267,178957,663539
80150397,5000,272,361,183872,668268
80150397,5000,272,3019,183872,668268
80150397,5000,361,3019,183872,668268
80150397,5000,249,361,183872,668268
80150397,5000,249,272,183872,668268
80150397,5000,249,3019,183872,668268
80150483,5000,461,636,178539,666134
80150483,5000,636,4069,178539,666134
80150483,5000,461,4069,178539,666134
80150483,5000,636,934,178539,666134
80150483,5000,461,934,178539,666134
80150483,5000,934,4069,178539,666134
80150502,5000,714,716,179372,665214
80150502,5000,714,723,179372,665214
80150502,5000,716,723,179372,665214
80150502,5000,714,730,179372,665214
80150502,5000,716,730,179372,665214
80150502,5000,723,730,179372,665214
80150533,5000,1006,1555,180989,665365
80150544,5000,1103,1109,179226,664122
80150574,5000,1225,1228,178242,664156
80150615,5000,1442,1655,177153,662550
80150615,5000,1442,1697,177153,662550
80150615,5000,1442,1707,177153,662550
80150615,5000,1655,1697,177153,662550
80150615,5000,1655,1707,177153,662550
80150615,5000,1697,1707,177153,662550
80150675,5000,1620,1697,177435,662499
80150675,5000,1620,1645,177435,662499
80150675,5000,1645,1697,177435,662499
80150675,5000,1645,2378,177435,662499
80150675,5000,1620,2378,177435,662499
80150675,5000,1697,2378,177435,662499
80150679,5000,1620,2025,176992,660443
80150684,5000,1620,2155,177320,661433
80150765,5000,1986,2149,177474,661927
80150783,5000,2157,2164,177759,661597
80150879,5000,2535,2604,181251,664242
80150879,5000,2501,2604,181251,664242
80150879,5000,2501,2535,181251,664242
80150888,5000,2610,2973,181710,662349
80150917,5000,2658,2731,180383,662382
80150931,5000,2720,2860,180358,661648
80150944,5000,2731,2860,180691,661674
80151147,5000,2025,3006,177349,660436
80151220,5000,1027,1047,181051,665846
80151338,5000,197,4557,180372,669368
80151338,5000,4557,4576,180372,669368
80151338,5000,197,4576,180372,669368
80151401,5000,2157,2169,177594,660683
80151416,5000,847,1005,181076,666472
80151491,5000,1300,2524,180658,664078
80151659,5000,4534,4754,180143,669279
80152037,5000,4534,4557,180084,669489
80230079,6200,310,402,176432,658221
80230106,6200,510,675,176477,657927
80230140,6200,201,414,176251,658990
91980001,7300,201,962,227687,736290
91980244,7300,501,505,227940,733595
92870548,3000,116,123,221224,633329
92870604,3000,239,4113,221552,633013
92870604,3000,239,6900,221552,633013
92870604,3000,4113,6900,221552,633013
92870604,3000,239,4286,221552,633013
92870604,3000,4113,4286,221552,633013
92870604,3000,4286,6900,221552,633013
92870635,3000,348,612,220430,632464
92870635,3000,348,618,220430,632464
92870635,3000,612,618,220430,632464
92870656,3000,398,4452,220318,634132
92870656,3000,4452,5503,220318,634132
92870656,3000,398,5503,220318,634132
92870663,3000,426,431,220479,632032
92870668,3000,429,1522,220715,631394
92870668,3000,809,1508,220715,631394
92870668,3000,809,1508,,
92870668,3000,809,1522,220715,631394
92870668,3000,1508,1522,220715,631394
92870668,3000,429,809,220715,631394
92870668,3000,429,1508,220715,631394
92870668,3000,809,1522,220715,631394
92870668,3000,1508,1522,220715,631394
92870670,3000,432,449,220655,631960
92870758,3000,899,1105,218871,633133
92870766,3000,907,925,219756,633668
92870766,3000,907,4903,219756,633668
92870766,3000,925,4903,219756,633668
92870766,3000,925,4902,219756,633668
92870766,3000,907,4902,219756,633668
92870766,3000,4902,4903,219756,633668
92870789,3000,937,1077,218991,632935
92870804,3000,970,1021,219055,632828
92870804,3000,1021,1077,219055,632828
92870804,3000,970,1077,219055,632828
92870804,3000,1021,1105,219055,632828
92870804,3000,970,1105,219055,632828
92870804,3000,1077,1105,219055,632828
92870821,3000,1004,1021,218836,632566
92870821,3000,1004,1106,218836,632566
92870821,3000,1021,1106,218836,632566
92870846,3000,1027,1180,217882,631555
92870846,3000,1027,1344,217882,631555
92870846,3000,1180,1344,217882,631555
92870875,3000,1076,1093,217903,631430
92870875,3000,1076,1344,217903,631430
92870875,3000,1093,1344,217903,631430
92870888,3000,1093,1121,217745,631262
92870904,3000,1126,1137,218023,629550
92870904,3000,1126,1170,218023,629550
92870904,3000,1137,1170,218023,629550
92870952,3000,1266,1278,215496,629403
92870974,3000,1297,1345,217159,629244
92871045,3000,1435,4285,218865,628352
92871052,3000,1452,1455,217646,628783
92871079,3000,1508,1527,221083,631069
92871079,3000,1508,1509,221083,631069
92871079,3000,1509,1527,221083,631069
92871141,3000,1753,1864,220457,628042
92871151,3000,1786,1787,220408,629171
92871171,3000,1842,1847,220533,628663
92871171,3000,1840,1847,220533,628663
92871171,3000,1840,1842,220533,628663
92871182,3000,3001,4344,222842,638914
92871182,3000,3001,4346,222842,638914
92871182,3000,4344,4346,222842,638914
92871252,3000,4101,4106,221906,635701
92871252,3000,4101,5580,221906,635701
92871252,3000,4106,5580,221906,635701
92871276,3000,4113,4283,222328,634703
92871276,3000,4113,4762,222328,634703
92871276,3000,4283,4762,222328,634703
92871276,3000,4101,4283,222328,634703
92871276,3000,4101,4762,222328,634703
92871276,3000,4101,4113,222328,634703
92871276,3000,4283,4316,222328,634703
92871276,3000,4113,4316,222328,634703
92871276,3000,4101,4316,222328,634703
92871276,3000,4316,4762,222328,634703
92871279,3000,4113,4601,221937,633877
92871279,3000,4113,4287,221937,633877
92871279,3000,4287,4601,221937,633877
92871280,3000,4113,4651,222180,634188
92871389,3000,4324,4360,222593,633937
92871389,3000,4324,4340,222593,633937
92871389,3000,4340,4360,222593,633937
92871401,3000,4341,4342,223037,639113
92871417,3000,4382,4386,219563,627920
92871424,3000,4386,4389,219517,627788
92871458,3000,4450,4467,219007,635794
92871461,3000,4482,5011,218039,636546
92871461,3000,4452,4482,218039,636546
92871461,3000,4452,5011,218039,636546
92871462,3000,4453,4479,217966,636425
92871586,3000,4653,4676,220675,640555
92871986,3000,1252,1409,216996,628671
92872000,3000,4534,4677,220470,640608
92872007,3000,4544,5463,217016,627138
92872007,3000,4544,5449,217016,627138
92872007,3000,5449,5463,217016,627138
92872049,3000,612,937,219051,632989
92872233,3000,1886,1896,220900,626361
92872248,3000,4113,4286,221539,633012
92872248,3000,239,4286,221539,633012
92872248,3000,239,4113,221539,633012
92872329,3000,4762,4801,222424,635101
92872348,3000,1886,1891,221414,625923
92872348,3000,1891,4373,221414,625923
92872348,3000,1886,4373,221414,625923
92872446,3000,4805,4827,222945,636341
92872453,3000,1106,1114,219497,632168
92872453,3000,1003,1114,219497,632168
92872453,3000,1003,1106,219497,632168
92872477,3000,1105,4773,219822,635083
92872554,3000,1194,1714,220689,628269
92872580,3000,4752,4820,223611,637331
92872736,3000,278,1132,218760,630383
92872779,3000,1252,1289,215743,628847
92872780,3000,1726,1729,221472,629984
92872784,3000,1811,1830,221617,631042
92872786,3000,283,4773,221937,634826
92872787,3000,4736,5136,221655,635458
92872792,3000,4139,4141,223774,631918
92872795,3000,3156,5526,223311,631160
